PLAY "Jouer"
ACHIEVEMENTS_MAIN_VILLAIN_ID1 "Tes ennemis ont toutes les raisons d'attendre le pire de toi."
ACHIEVEMENTS_MAIN_VILLAIN_ID "Tu as conquis un vilain principal"
ACHIEVEMENTS_MINED_ADA_ID "Tu as extrait du minerai d'adamantium"
ACHIEVEMENTS_MINED_ADOXIUM_ID "Tu as extrait du minerai d'adoxium"
ACHIEVEMENTS_MINED_INFERNITE_ID "Tu as extrait du minerai d'infernite"
ACHIEVEMENTS_MINED_IRON_ID "Tu as extrait du minerai de fer"
ACHIEVEMENTS_MORTAL_SIN_ID1 "Tu as absous un sbire de son péché mortel"
ACHIEVEMENTS_MORTAL_SIN_ID "Absous d'un péché mortel"
ACHIEVEMENTS_OUTBACK_ID "Tu as atteint la terre de l'autre côté du monde"
ACHIEVEMENTS_POLYMORPHED_INTO_CHICKEN_ID "Tu t'es transformé en poulet"
ACHIEVEMENTS_RETIRED_ID1 "Ta forteresse a été immortalisée et attend les téméraires qui voudraient tenter de la conquérir."
ACHIEVEMENTS_RETIRED_ID "Tu as retiré un donjon"
ACHIEVEMENTS_RODE_DRAGON_ID "Tu as chevauché un dragon"
ACHIEVEMENTS_SAVED_BY_PHYLACTERY_ID "Sauvé par une phylactère"
ACHIEVEMENTS_SOKOBAN_ID "Tu as résolu le puzzle sokoban"
ACHIEVEMENTS_SOLO_KEEPER_ID "Tu as gagné la partie en tant que Gardien en solo"
ACHIEVEMENTS_SUCCUBUS_BREADING_ID "Tu as lancé avec succès un programme d'élevage de succubes"
ACHIEVEMENTS_TRICKED_DEATH_ID "Tu as trompé la Mort"
ACHIEVEMENTS_TUTORIAL_DONE_ID1 "Tu as terminé le tutoriel et es prêt à te faire vraiment botter le cul."
ACHIEVEMENTS_TUTORIAL_DONE_ID "Tu as terminé le tutoriel"
ACHIEVEMENTS_WON_GAME_LOW_HEALTH_ID1 "Tu as remporté la victoire de justesse avec moins de 5% de santé."
ACHIEVEMENTS_WON_GAME_LOW_HEALTH_ID "Tu as gagné la partie avec peu de santé"
ACHIEVEMENTS_WON_KEEPER_ID1 "Tu as remporté la victoire suprême en vainquant tous les rivaux et en affirmant ta domination."
ACHIEVEMENTS_WON_KEEPER_ID "Tu as gagné la partie"
ATTR_INFO_ACID_DAMAGE_ADJECTIVE "acide"
ATTR_INFO_ACID_DAMAGE_BODYPARTINJURY "se dissout"
ATTR_INFO_ACID_DAMAGE_HELP "Valeur de base des dégâts des attaques acides."
ATTR_INFO_ACID_DAMAGE_NAME "dégâts d'acide"
ATTR_INFO_COLD_DAMAGE_ADJECTIVE "glacial"
ATTR_INFO_COLD_DAMAGE_BODYPARTINJURY "gèle et se brise"
ATTR_INFO_COLD_DAMAGE_HELP "Valeur de base des dégâts des attaques de froid."
ATTR_INFO_COLD_DAMAGE_NAME "dégâts de froid"
ATTR_INFO_DAMAGE_ADJECTIVE "dangereux"
ATTR_INFO_DAMAGE_HELP "Valeur de base des dégâts des attaques de corps à corps."
ATTR_INFO_DAMAGE_NAME "dégâts"
ATTR_INFO_DEFENSE_ADJECTIVE "protégé"
ATTR_INFO_DEFENSE_HELP "Affecte si et combien de dégâts sont reçus au combat."
ATTR_INFO_DEFENSE_NAME "défense"
ATTR_INFO_DIGGING_ADJECTIVE "excavateur"
ATTR_INFO_DIGGING_HELP "Permet de creuser dans le sol."
ATTR_INFO_DIGGING_NAME "excavation"
ATTR_INFO_DIVINITY_ADJECTIVE "divin"
ATTR_INFO_DIVINITY_HELP "Limite les capacités de prière de la créature."
ATTR_INFO_DIVINITY_NAME "divinité"
ATTR_INFO_FIRE_DAMAGE_ADJECTIVE "en feu"
ATTR_INFO_FIRE_DAMAGE_BODYPARTINJURY "est incinéré"
ATTR_INFO_FIRE_DAMAGE_HELP "Valeur de base des dégâts des attaques de feu."
ATTR_INFO_FIRE_DAMAGE_NAME "dégâts de feu"
ATTR_INFO_FORGE_ADJECTIVE "métallique"
ATTR_INFO_FORGE_HELP "Définit l'habileté de la créature à travailler à la forge."
ATTR_INFO_FORGE_NAME "forge"
ATTR_INFO_FURNACE_ADJECTIVE "carbonisé"
ATTR_INFO_FURNACE_HELP "Définit l'habileté de la créature à travailler au four."
ATTR_INFO_FURNACE_NAME "four"
ATTR_INFO_JEWELER_ADJECTIVE "doré"
ATTR_INFO_JEWELER_HELP "Définit l'habileté de la créature à travailler à la joaillerie."
ATTR_INFO_JEWELER_NAME "joaillier"
ATTR_INFO_LABORATORY_ADJECTIVE "chimiquement actif"
ATTR_INFO_LABORATORY_HELP "Définit l'habileté de la créature à travailler au laboratoire."
ATTR_INFO_LABORATORY_NAME "laboratoire"
ATTR_INFO_MORGUE_ADJECTIVE "pourri"
ATTR_INFO_MORGUE_HELP "Définit l'habileté de la créature à travailler à la table de morgue."
ATTR_INFO_MORGUE_NAME "morgue"
ATTR_INFO_MULTI_WEAPON_ADJECTIVE "ambidextre"
ATTR_INFO_MULTI_WEAPON_HELP "Permet d'utiliser plusieurs armes en une seule attaque. La valeur de l'attribut définit le multiplicateur de dégâts pour les attaques suivantes."
ATTR_INFO_MULTI_WEAPON_NAME "compétence multi-armes"
ATTR_INFO_PARRY_ADJECTIVE "évasif"
ATTR_INFO_PARRY_HELP "Évite la pénalité de défense pour être encerclé."
ATTR_INFO_PARRY_NAME "parade"
ATTR_INFO_RANGED_DAMAGE_ADJECTIVE "précis"
ATTR_INFO_RANGED_DAMAGE_HELP "Valeur de base des dégâts des attaques à distance."
ATTR_INFO_RANGED_DAMAGE_NAME "dégâts à distance"
ATTR_INFO_SPELL_DAMAGE_ADJECTIVE "puissant"
ATTR_INFO_SPELL_DAMAGE_HELP "Valeur de base des dégâts des attaques magiques."
ATTR_INFO_SPELL_DAMAGE_NAME "dégâts de sort"
ATTR_INFO_SPELL_SPEED_ADJECTIVE "mains rapides"
ATTR_INFO_SPELL_SPEED_HELP "Affecte les temps de recharge des sorts."
ATTR_INFO_SPELL_SPEED_NAME "vitesse d'incantation"
ATTR_INFO_WORKSHOP_ADJECTIVE "ingénieux"
ATTR_INFO_WORKSHOP_HELP "Définit l'habileté de la créature à travailler à l'atelier."
ATTR_INFO_WORKSHOP_NAME "atelier"
BODY_MATERIALS_DESTROYED_DEATHDESCRIPTION "détruit"
BODY_MATERIALS_ADA_NAME "adamantium"
BODY_MATERIALS_ADOXIUM_NAME "adoxium"
BODY_MATERIALS_BONE_NAME "os"
BODY_MATERIALS_CLAY_NAME "argile"
BODY_MATERIALS_FIRE_NAME "feu"
BODY_MATERIALS_KILLED_DEATHDESCRIPTION "tué"
BODY_MATERIALS_FLESH_NAME "chair"
BODY_MATERIALS_GOLD_NAME "or"
BODY_MATERIALS_ICE_NAME "glace"
BODY_MATERIALS_INFERNITE_NAME "infernite"
BODY_MATERIALS_IRON_NAME "fer"
BODY_MATERIALS_LAVA_NAME "lave"
BODY_MATERIALS_ROCK_NAME "roche"
BODY_MATERIALS_SPIRIT_NAME "ectoplasme"
BODY_MATERIALS_UNDEAD_FLESH_NAME "chair putréfiée"
BODY_MATERIALS_WATER_NAME "eau"
BODY_MATERIALS_WOOD_NAME "bois"
BUFFS_BLEEDING_ADJECTIVE "saignant"
BUFFS_BLEEDING_DESCRIPTION "Provoque une perte de points de vie avec le temps."
BUFFS_BLEEDING_NAME "saignement"
BUFFS_BLEEDING_SECONDPERSON "Tu saignes"
BUFFS_BLEEDING_THIRDPERSON "{1} saigne"
BUFFS_FIRE_DAMAGE_ADDEDMESSAGE1 "{1} inflige des dégâts de feu."
BUFFS_FIRE_DAMAGE_ADDEDMESSAGE "Tu infliges des dégâts de feu."
BUFFS_FIRE_DAMAGE_ADJECTIVE "inflige des dégâts de feu"
BUFFS_FIRE_DAMAGE_DESCRIPTION "Tous les dégâts de corps à corps infligés sont transformés en dégâts de feu."
BUFFS_FIRE_DAMAGE_NAME "dégâts de feu"
BUFFS_FIRE_DAMAGE_REMOVEDMESSAGE1 "{1} n'inflige plus de dégâts de feu."
BUFFS_FIRE_DAMAGE_REMOVEDMESSAGE "Tu n'infliges plus de dégâts de feu."
BUFFS_HIGH_MORALE_ADDEDMESSAGE "Ton moral s'élève."
BUFFS_HIGH_MORALE_ADDEDMESSAGE2 "Le moral de {1} s'élève."
BUFFS_HIGH_MORALE_ADJECTIVE "heureux"
BUFFS_HIGH_MORALE_DESCRIPTION "Rend les créatures plus efficaces à l'entraînement et au travail"
BUFFS_HIGH_MORALE_NAME "moral élevé"
BUFFS_HIGH_MORALE_REMOVEDMESSAGE "Ton moral revient à la normale"
BUFFS_HIGH_MORALE_REMOVEDMESSAGE2 "Le moral de {1} revient à la normale"
BUFFS_INFERNITE_EFFECT_ADJECTIVE "brûlé par l'infernite"
BUFFS_INFERNITE_EFFECT_DESCRIPTION "La créature est brûlée pour avoir porté un objet en infernite."
BUFFS_INFERNITE_EFFECT_NAME "infernite ardente"
BUFFS_INFERNITE_EFFECT_REMOVEDMESSAGE1 "{1} n'est plus brûlé par l'infernite."
BUFFS_INFERNITE_EFFECT_REMOVEDMESSAGE "Tu n'es plus brûlé par l'infernite."
BUFFS_INFERNITE_EFFECT_SECONDPERSON "Tu es brûlé par l'infernite."
BUFFS_INFERNITE_EFFECT_THIRDPERSON "{1} est brûlé par l'infernite."
BUFFS_INVULNERABLE_ADDEDMESSAGE "invulnérable"
BUFFS_INVULNERABLE_ADJECTIVE "invulnérable"
BUFFS_INVULNERABLE_DESCRIPTION "La créature est immunisée contre tous les types de dégâts."
BUFFS_INVULNERABLE_NAME "invulnérabilité"
BUFFS_INVULNERABLE_REMOVEDMESSAGE "n'est plus invulnérable"
BUFFS_KINGS_CHARGE_ADDEDMESSAGE1 "{1} semble prêt à mourir pour son roi."
BUFFS_KINGS_CHARGE_ADDEDMESSAGE "Tu te sens prêt à mourir pour ton roi."
BUFFS_KINGS_CHARGE_ADJECTIVE "charge du roi"
BUFFS_KINGS_CHARGE_DESCRIPTION "Accorde un bonus de +15 aux dégâts"
BUFFS_KINGS_CHARGE_NAME "charge du roi"
BUFFS_KINGS_CHARGE_REMOVEDMESSAGE1 "{1} ne semble plus prêt à mourir pour son roi."
BUFFS_KINGS_CHARGE_REMOVEDMESSAGE "Tu ne te sens plus prêt à mourir pour ton roi."
BUFFS_LEADERSHIP_ADDEDMESSAGE1 "{1} se sent aux commandes de l'équipe."
BUFFS_LEADERSHIP_ADDEDMESSAGE "Tu te sens aux commandes de ton équipe."
BUFFS_LEADERSHIP_ADJECTIVE "leader"
BUFFS_LEADERSHIP_DESCRIPTION "L'expérience de combat de la créature sera accordée à toute l'équipe."
BUFFS_LEADERSHIP_NAME "leadership"
BUFFS_LEADERSHIP_REMOVEDMESSAGE1 "{1} sent qu'il/elle n'est plus aux commandes."
BUFFS_LEADERSHIP_REMOVEDMESSAGE "Tu sens que tu n'es plus aux commandes."
BUFFS_MORTAL_SINNED_ADJECTIVE "pécheur mortel"
BUFFS_MORTAL_SINNED_DESCRIPTION "La créature a commis un péché mortel et cherche le pardon."
BUFFS_MORTAL_SINNED_NAME "péché mortel"
BUFFS_PREACHING_ADJECTIVE "célébrant la messe"
BUFFS_PREACHING_NAME "Célébrer la messe"
BUFFS_REGENERATION_ADDEDMESSAGE "Tu te régénères."
BUFFS_REGENERATION_ADDEDMESSAGE2 "{1} se régénère."
BUFFS_REGENERATION_ADJECTIVE "se régénérant"
BUFFS_REGENERATION_DESCRIPTION "Récupère un peu de santé à chaque tour."
BUFFS_REGENERATION_NAME "régénération"
BUFFS_REGENERATION_REMOVEDMESSAGE "Tu ne te régénères plus."
BUFFS_REGENERATION_REMOVEDMESSAGE2 "{1} ne se régénère plus."
BUFFS_SINNED_ADJECTIVE "pécheur véniel"
BUFFS_SINNED_DESCRIPTION "La créature a péché et cherche le pardon."
BUFFS_SINNED_NAME "péché véniel"
BUFFS_SPELL_DAMAGE_ADDEDMESSAGE1 "{1} inflige des dégâts magiques."
BUFFS_SPELL_DAMAGE_ADDEDMESSAGE "Tu infliges des dégâts magiques."
BUFFS_SPELL_DAMAGE_ADJECTIVE "inflige des dégâts magiques"
BUFFS_SPELL_DAMAGE_DESCRIPTION "Tous les dégâts de corps à corps infligés sont transformés en dégâts magiques."
BUFFS_SPELL_DAMAGE_NAME "dégâts de sort"
BUFFS_SPELL_DAMAGE_REMOVEDMESSAGE1 "{1} n'inflige plus de dégâts magiques."
BUFFS_SPELL_DAMAGE_REMOVEDMESSAGE "Tu n'infliges plus de dégâts magiques."
BUFFS_SUPER_BONUS_ADJECTIVE "incroyable"
BUFFS_SUPER_BONUS_DESCRIPTION "Super"
BUFFS_SUPER_BONUS_NAME "super bonus"
BUFFS_WELL_FED_ADJECTIVE "bien nourri"
BUFFS_WELL_FED_DESCRIPTION "La créature est bien nourrie et reçoit un bonus de +1 aux dégâts de sort et à la défense."
BUFFS_WELL_FED_NAME "alimentation"
BUFFS_WILL_BANISH_ADJECTIVE "aide armée"
BUFFS_WILL_BANISH_DESCRIPTION "La créature a été envoyée pour une durée limitée en réponse aux prières."
BUFFS_WILL_BANISH_NAME "invoquer"
BUILD_MENU_GROUPNAME10 "Moteurs d'automate"
BUILD_MENU_GROUPNAME11 "Prison"
BUILD_MENU_GROUPNAME12 "Ordres"
BUILD_MENU_GROUPNAME13 "Installations"
BUILD_MENU_GROUPNAME14 "Pièges"
BUILD_MENU_GROUPNAME1 "Portes"
BUILD_MENU_GROUPNAME2 "Sols"
BUILD_MENU_GROUPNAME3 "Stockage"
BUILD_MENU_GROUPNAME4 "Zones"
BUILD_MENU_GROUPNAME5 "Messe"
BUILD_MENU_GROUPNAME6 "Logement"
BUILD_MENU_GROUPNAME7 "Agriculture"
BUILD_MENU_GROUPNAME8 "Salle d'entraînement"
BUILD_MENU_GROUPNAME9 "Fabrication"
BUILD_MENU_GROUPNAME "Structure"
BUILD_MENU_HELP10 "Tout ton or est stocké ici."
BUILD_MENU_HELP11 "Toute ton armure peut être stockée ici."
BUILD_MENU_HELP12 "Toutes tes armes peuvent être stockées ici."
BUILD_MENU_HELP13 "Toutes tes armes à distance peuvent être stockées ici."
BUILD_MENU_HELP14 "Tous tes parchemins peuvent être stockés ici."
BUILD_MENU_HELP15 "Toutes tes potions peuvent être stockées ici."
BUILD_MENU_HELP16 "Tous tes bijoux peuvent être stockés ici."
BUILD_MENU_HELP17 "Tous tes livres peuvent être stockés ici."
BUILD_MENU_HELP18 "Tous les cadavres sont stockés ici."
BUILD_MENU_HELP19 "Toutes tes pièces d'automate peuvent être stockées ici."
BUILD_MENU_HELP1 "Construction extérieure. Les cases couvertes par le toit sont considérées comme territoire et on peut construire dessus."
BUILD_MENU_HELP20 "Désigne des quartiers séparés pour les sbires choisis."
BUILD_MENU_HELP21 "Désigne une zone de loisirs où les sbires passeront le temps quand ils n'ont rien à faire."
BUILD_MENU_HELP22 "Désigne une zone que les sbires surveilleront activement."
BUILD_MENU_HELP23 "Une estrade basique pour célébrer la messe."
BUILD_MENU_HELP24 "Une estrade améliorée pour célébrer la messe. Les effets d'intention seront un peu amplifiés."
BUILD_MENU_HELP25 "Une estrade luxueuse pour célébrer la messe. Les effets d'intention seront grandement amplifiés."
BUILD_MENU_HELP26 "Utilisé par les participants à la messe pour s'asseoir."
BUILD_MENU_HELP27 "Un banc amélioré pour les participants à la messe. Les effets d'intention seront un peu amplifiés."
BUILD_MENU_HELP28 "Un banc luxueux pour les participants à la messe. Les effets d'intention seront grandement amplifiés."
BUILD_MENU_HELP29 "Utilisé par les prêtres pour prier."
BUILD_MENU_HELP2 "Sert de support de toit, mais ne bloque pas le mouvement."
BUILD_MENU_HELP30 "Augmente l'expérience du sbire jusqu'à +5 pour l'aveu de péchés véniels."
BUILD_MENU_HELP31 "Augmente l'expérience du sbire de 3 jusqu'à +20 pour l'aveu d'un péché mortel."
BUILD_MENU_HELP32 "Les sbires humanoïdes dorment ici."
BUILD_MENU_HELP33 "Un endroit pour manger pour les humanoïdes"
BUILD_MENU_HELP34 "Un endroit pour manger pour les non-humanoïdes"
BUILD_MENU_HELP35 "Une zone pour garder les chevaux et autres montures"
BUILD_MENU_HELP36 "Les créatures non-mortes dorment ici."
BUILD_MENU_HELP37 "Nécessaire pour empêcher les animaux de la ferme de s'échapper."
BUILD_MENU_HELP38 "Entraîne ici les compétences de corps à corps de tes sbires."
BUILD_MENU_HELP39 "Entraîne ici les compétences de tir à l'arc de tes sbires."
BUILD_MENU_HELP3 "Construction pour passer au-dessus de l'eau. Brûlera dans la lave."
BUILD_MENU_HELP40 "Produit de l'équipement en cuir et en bois."
BUILD_MENU_HELP41 "Produit de l'équipement amélioré en cuir et en bois. Doit être placé près d'un bassin enchanté."
BUILD_MENU_HELP42 "Augmente la vitesse de fabrication de l'atelier de 20% sur les cases adjacentes."
BUILD_MENU_HELP43 "Produit des armes et armures faites de fer et d'autres métaux."
BUILD_MENU_HELP44 "Produit des armes et armures améliorées. Doit être placé à côté de la lave."
BUILD_MENU_HELP45 "Augmente la vitesse de fabrication de la forge de 20% sur les cases adjacentes."
BUILD_MENU_HELP46 "Produit des potions magiques."
BUILD_MENU_HELP47 "Produit des potions magiques utilisées pour muter tes sbires. Doit être placé près d'un bassin enchanté."
BUILD_MENU_HELP48 "Augmente la vitesse de fabrication du laboratoire de 20% sur les cases adjacentes."
BUILD_MENU_HELP49 "Produit des baumes magiques pour le corps."
BUILD_MENU_HELP4 "Construction pour passer au-dessus de l'eau ou de la lave."
BUILD_MENU_HELP50 "Produit des anneaux et amulettes magiques."
BUILD_MENU_HELP51 "Augmente la vitesse de fabrication de la joaillerie de 20% sur les cases adjacentes."
BUILD_MENU_HELP52 "Produit des glyphes utilisés pour améliorer les armes et armures. Doit être placé à côté de la lave."
BUILD_MENU_HELP53 "Permet d'écrire des poèmes."
BUILD_MENU_HELP54 "Permet d'écrire des livres liturgiques pour la messe."
BUILD_MENU_HELP55 "Augmente la vitesse de fabrication du scriptorium de 20% sur les cases adjacentes."
BUILD_MENU_HELP56 "Permet de faire de l'eau-de-vie."
BUILD_MENU_HELP57 "Produit des corps animés."
BUILD_MENU_HELP58 "Augmente la vitesse de fabrication de la morgue de 20% sur les cases adjacentes."
BUILD_MENU_HELP59 "Fondre et recycler des objets inutiles."
BUILD_MENU_HELP5 "Les murs renforcés sont meilleurs pour empêcher les ennemis de creuser dans ton donjon."
BUILD_MENU_HELP60 "Nécessaire pour capturer des ennemis."
BUILD_MENU_HELP61 "Utilisé pour sécuriser la prison."
BUILD_MENU_HELP62 "Peut être utilisé pour torturer des prisonniers. Un espace de population libre est nécessaire pour torturer."
BUILD_MENU_HELP63 "Pour pendre les prisonniers."
BUILD_MENU_HELP64 "Les bêtes dorment ici."
BUILD_MENU_HELP65 "Revendique une case du donjon comme tienne. Construire quoi que ce soit dessus a le même effet."
BUILD_MENU_HELP66 "Abandonne une case de ton donjon, ainsi que toute construction qu'elle contient."
BUILD_MENU_HELP67 "Ordonne aux diablotins d'apporter des objets depuis des endroits hors du donjon. C'est un ordre ponctuel."
BUILD_MENU_HELP68 "Ordonne aux diablotins d'apporter des objets depuis des endroits hors du donjon. C'est un ordre persistant."
BUILD_MENU_HELP69 "Clique sur une tâche existante pour lui donner une haute priorité."
BUILD_MENU_HELP6 "Construction extérieure avec meurtrières."
BUILD_MENU_HELP70 "Supprimer des torches, lustres, peintures, etc."
BUILD_MENU_HELP71 "Marque des cases pour empêcher les sbires d'entrer."
BUILD_MENU_HELP72 "Libère ton âme de ton corps."
BUILD_MENU_HELP73 "Invoque des démons et autres esprits maléfiques."
BUILD_MENU_HELP74 "Invoque des anges et autres esprits bienveillants."
BUILD_MENU_HELP75 "Bloque le mouvement ennemi, mais les projectiles et sorts peuvent passer par-dessus."
BUILD_MENU_HELP76 "Place-le sur des cases adjacentes à un mur."
BUILD_MENU_HELP77 "Un panneau sur lequel tu peux laisser un message pour d'autres joueurs."
BUILD_MENU_HELP78 "Un endroit pour fouetter tes sbires s'ils ont besoin d'un coup de moral."
BUILD_MENU_HELP79 "Tête empalée d'un prisonnier exécuté. Provoque les ennemis."
BUILD_MENU_HELP7 "Arrête les ennemis. Tes sbires peuvent passer librement à moins que tu ne le bloques."
BUILD_MENU_HELP80 "Rend visible la zone autour."
BUILD_MENU_HELP81 "Ouvre une connexion si un autre portail est présent."
BUILD_MENU_HELP82 "Soigne les sbires proches."
BUILD_MENU_HELP83 "Fait paniquer l'intrus."
BUILD_MENU_HELP84 "Libère un nuage de gaz empoisonné."
BUILD_MENU_HELP85 "Invoque tous les sbires"
BUILD_MENU_HELP86 "Immobilise l'intrus pour un temps."
BUILD_MENU_HELP87 "Téléporte les sbires proches pour affronter l'intrus."
BUILD_MENU_HELP88 "Provoque l'éruption d'une tour de flammes sous l'intrus."
BUILD_MENU_HELP89 "Provoque le roulement d'un énorme rocher vers l'ennemi."
BUILD_MENU_HELP8 "Peut stocker du bois, du fer, du granit et d'autres minerais."
BUILD_MENU_HELP90 "Provoque une rafale d'air qui projette l'ennemi à plusieurs cases."
BUILD_MENU_HELP91 "Prend vie quand un ennemi s'approche."
BUILD_MENU_HELP92 "Active tous les autres pièges autour d'elle."
BUILD_MENU_HELP93 "Tous les murs jusqu'à deux cases de distance sont détruits."
BUILD_MENU_HELP9 "Tout l'équipement pour tes sbires peut être stocké ici."
BUILD_MENU_HELP "Creuse un trou dans le sol. Construire à côté de l'eau ou de la lave le fera se remplir."
BUILD_MENU_PRIORITIZE "Prioriser la tâche"
BUILD_MENU_REMOVE_CONSTRUCTION "Supprimer la construction"
BUILD_MENU_REMOVE_WALL_INSTALLATION "Supprimer l'installation murale"
BUILD_MENU_PLACE_MINION "Placer un sbire"
BUILD_MENU_IMMEDIATE_DIG "Excavation immédiate"
BUILD_MENU_PLACE_ITEM "Placer un objet"
BUILD_MENU_REMOVE_FLOOR "Supprimer le sol"
BUILD_MENU_FILL_PIT "Remplir un trou"
BUILD_MENU_CLAIM_TILE "Revendiquer une case"
BUILD_MENU_UNCLAIM_TILE "Abandonner une case"
BUILD_MENU_DIG "Creuser"
BUILD_MENU_CUT_TREE "Couper un arbre"
BUILD_MENU_DIG_OR_CUT_TREE "Creuser ou couper un arbre"
BUILD_MENU_FILL_UP_WATER "Remplir l'eau ou la lave"
BUILD_MENU_BUILDING_INTERIOR "Intérieur du bâtiment"
BUILD_MENU_REINFORCE "Renforcer le mur du donjon"
BUILD_MENU_QUARTERS "Quartiers privés"
CREATURE_ATTRIBUTES_ABOMINATION_NAME "roi zombie"
CREATURE_ATTRIBUTES_ABOMINATION_PLAYER_NAME "roi squelette"
CREATURE_ATTRIBUTES_ADA_GOLEM_NAME "golem d'adamantium"
CREATURE_ATTRIBUTES_ADOXIE_FOOT_LEFT_DEATHDESCRIPTION "détruit"
CREATURE_ATTRIBUTES_ADOXIE_FOOT_LEFT_ID "pied"
CREATURE_ATTRIBUTES_ADOXIE_FOOT_LEFT_NAME1 "Pied droit d'Adoxie"
"Pieds droits d'Adoxie" : plural
CREATURE_ATTRIBUTES_ADOXIE_FOOT_LEFT_NAME2 "Main gauche d'Adoxie"
CREATURE_ATTRIBUTES_ADOXIE_FOOT_LEFT_NAME "Pied gauche d'Adoxie"
"Pieds gauches d'Adoxie" : plural
CREATURE_ATTRIBUTES_ADOXIE_HEAD_CHATREACTIONFRIENDLY "« Contemple ma magnificence et tremble, mortel ! »"
CREATURE_ATTRIBUTES_ADOXIE_HEAD_CHATREACTIONHOSTILE "« Comment oses-tu défier un DIEU ! »"
CREATURE_ATTRIBUTES_ADOXIE_HEAD_DEATHDESCRIPTION "vaincu. Qu'il ne se relève jamais"
CREATURE_ATTRIBUTES_ADOXIE_HEAD_NAME "Dieu Maléfique Adoxie"
CREATURE_ATTRIBUTES_ADOXIE_LEFT_HAND_NAME "Main droite d'Adoxie"
CREATURE_ATTRIBUTES_AIR_ELEMENTAL_NAME "élémentaire d'air"
CREATURE_ATTRIBUTES_CURSES_ALL_DUNGEONS "{1} maudit tous les donjons"
CREATURE_ATTRIBUTES_DIE_CHATREACTIONHOSTILE "« Meurs ! »"

CREATURE_ATTRIBUTES_ANGEL_NAME "ange"
CREATURE_ATTRIBUTES_ANT_QUEEN_NAME "reine fourmi"
CREATURE_ATTRIBUTES_ANT_SOLDIER_NAME "fourmi soldat géante"
CREATURE_ATTRIBUTES_ANT_WORKER_NAME "fourmi géante"
CREATURE_ATTRIBUTES_ARCHER_NAME "archer"
CREATURE_ATTRIBUTES_ARCHER_PLAYER_NAME "archer"
CREATURE_ATTRIBUTES_ARMED_BROTHER_NAME1 "nonne guerrière"
CREATURE_ATTRIBUTES_ARMED_BROTHER_NAME "frère armé"
CREATURE_ATTRIBUTES_ARTISAN_NAME "artisan"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_ADA_NAME1 "automate léger d'adamantium"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_ADA_NAME "automate lourd d'adamantium"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_ADOXIUM_NAME1 "automate léger d'adoxium"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_ADOXIUM_NAME "automate lourd d'adoxium"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_INFERNITE_NAME1 "automate léger d'infernite"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_INFERNITE_NAME "automate lourd d'infernite"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_IRON_NAME1 "automate léger de fer"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_IRON_NAME "automate lourd de fer"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_WOOD_NAME1 "automate léger de bois"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_WOOD_NAME2 "automate de fer"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_WOOD_NAME3 "automate d'adamantium"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_WOOD_NAME4 "automate d'infernite"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_WOOD_NAME5 "automate d'adoxium"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_WOOD_NAME "automate de bois"
CREATURE_ATTRIBUTES_AUTOMATON_NAME "automate"
CREATURE_ATTRIBUTES_BALROG_ID "sort"
CREATURE_ATTRIBUTES_BALROG_NAME "démon de feu"
CREATURE_ATTRIBUTES_BANDIT_NAME "bandit"
CREATURE_ATTRIBUTES_BAT_NAME "chauve-souris"
CREATURE_ATTRIBUTES_BLACK_DRAGON_NAME "dragon noir"
CREATURE_ATTRIBUTES_BLACK_DRAGON_STACKNAME "dragon"
CREATURE_ATTRIBUTES_BLACK_NAGA_NAME "naga noire"
CREATURE_ATTRIBUTES_BOAR_NAME "sanglier"
CREATURE_ATTRIBUTES_BONE_DRAGON_NAME "dragon d'os"
CREATURE_ATTRIBUTES_BONE_DRAGON_STACKNAME "dragon"
CLAWS_ATTACK "griffes"
CREATURE_ATTRIBUTES_CAVE_BEAR_NAME1 "ours polaire"
CREATURE_ATTRIBUTES_CAVE_BEAR_NAME "ours brun"
